Name,Year,Rating,Date,username
Men in Black: International,2019.0,0.1111111111111111,2025-09-27,UserB
The BFG,2016.0,0.1111111111111111,2025-09-27,UserB
Warrior,2011.0,0.7777777777777778,2025-09-27,UserB
The Handmaiden,2016.0,0.8888888888888888,2025-09-27,UserB
F9,2021.0,0.1111111111111111,2025-09-27,UserB
The Fate of the Furious,2017.0,0.1111111111111111,2025-09-27,UserB
RED,2010.0,0.2222222222222222,2025-09-27,UserB
John Wick: Chapter 2,2017.0,0.4444444444444444,2025-09-27,UserB
Vortex,2021.0,0.5555555555555556,2025-09-27,UserB
Lone Survivor,2013.0,0.3333333333333333,2025-09-27,UserB
Upgrade,2018.0,0.8888888888888888,2025-09-27,UserB
Justice League,2017.0,0.1111111111111111,2025-09-27,UserB
Fantastic Four,2015.0,0.1111111111111111,2025-09-27,UserB
The First Purge,2018.0,0.2222222222222222,2025-09-27,UserB
No Time to Die,2021.0,0.4444444444444444,2025-09-27,UserB
Quantum of Solace,2008.0,0.2222222222222222,2025-09-27,UserB
Titane,2021.0,0.4444444444444444,2025-09-27,UserB
Godzilla vs. Kong,2021.0,0.1111111111111111,2025-09-27,UserB
Venom,2018.0,0.4444444444444444,2025-09-27,UserB
The Suicide Squad,2021.0,0.3333333333333333,2025-09-27,UserB
Harry Potter and the Philosopher's Stone,2001.0,0.4444444444444444,2025-09-27,UserB
Deadpool,2016.0,0.4444444444444444,2025-09-27,UserB
Deadpool 2,2018.0,0.5555555555555556,2025-09-27,UserB
Shazam!,2019.0,0.4444444444444444,2025-09-27,UserB
It,2017.0,0.5555555555555556,2025-09-27,UserB
Divergent,2014.0,0.1111111111111111,2025-09-27,UserB
Zombieland: Double Tap,2019.0,0.2222222222222222,2025-09-27,UserB
Suicide Squad,2016.0,0.1111111111111111,2025-09-27,UserB
One Battle After Another,2025.0,0.7777777777777778,2025-09-29,UserB
Natural Born Killers,1994.0,0.2222222222222222,2025-09-29,UserB
Nomadland,2020.0,0.2222222222222222,2025-09-29,UserB
Wonder Woman 1984,2020.0,0.0,2025-09-29,UserB
After Earth,2013.0,0.1111111111111111,2025-09-29,UserB
Deaf,2025.0,0.7777777777777778,2025-09-29,UserB
Oblivion,2013.0,0.4444444444444444,2025-09-29,UserB
The Hobbit: An Unexpected Journey,2012.0,0.4444444444444444,2025-09-29,UserB
The Hobbit: The Desolation of Smaug,2013.0,0.4444444444444444,2025-09-29,UserB
Jumanji: Welcome to the Jungle,2017.0,0.3333333333333333,2025-09-29,UserB
Twilight,2008.0,0.1111111111111111,2025-09-29,UserB
Angel Has Fallen,2019.0,0.2222222222222222,2025-09-29,UserB
Phantom Thread,2017.0,0.6666666666666666,2025-09-30,UserB
Little Monsters,2019.0,0.4444444444444444,2025-09-30,UserB
Fire Will Come,2019.0,0.5555555555555556,2025-09-30,UserB
Licorice Pizza,2021.0,0.5555555555555556,2025-09-30,UserB
The Master,2012.0,0.7777777777777778,2025-09-30,UserB
Before the Devil Knows You're Dead,2007.0,0.6666666666666666,2025-09-30,UserB
Monster,2004.0,0.8888888888888888,2025-09-30,UserB
Caught Stealing,2025.0,0.5555555555555556,2025-10-02,UserB
The Battle of Algiers,1966.0,0.8888888888888888,2025-10-02,UserB
The Smashing Machine,2025.0,0.4444444444444444,2025-10-07,UserB
Humanist Vampire Seeking Consenting Suicidal Person,2023.0,0.6666666666666666,2025-10-11,UserB
TRON: Ares,2025.0,0.2222222222222222,2025-10-11,UserB
3-Iron,2004.0,0.6666666666666666,2025-10-16,UserB
Springsteen: Deliver Me from Nowhere,2025.0,0.5555555555555556,2025-10-26,UserB
The Long Walk,2025.0,0.5555555555555556,2025-11-03,UserB
Sundays,2025.0,0.6666666666666666,2025-11-03,UserB
Together,2025.0,0.5555555555555556,2025-11-04,UserB
The Aura,2005.0,0.5555555555555556,2025-11-04,UserB
Good Boy,2025.0,0.4444444444444444,2025-11-04,UserB
Bugonia,2025.0,0.6666666666666666,2025-11-09,UserB
Mad God,2021.0,0.7777777777777778,2025-11-14,UserB
Die My Love,2025.0,0.7777777777777778,2025-11-16,UserB
Now You See Me: Now You Don't,2025.0,0.4444444444444444,2025-11-17,UserB
Frankenstein,2025.0,0.6666666666666666,2025-11-21,UserB
Robot Dreams,2023.0,0.8888888888888888,2025-11-21,UserB
Wicked: For Good,2025.0,0.4444444444444444,2025-11-24,UserB
Shutter Island,2010.0,0.6666666666666666,2025-11-28,UserB
No Other Choice,2025.0,0.6666666666666666,2025-11-28,UserB
Aro berria,2025.0,0.5555555555555556,2025-12-01,UserB
Five Nights at Freddy's 2,2025.0,0.2222222222222222,2025-12-07,UserB
The Naked Gun: From the Files of Police Squad!,1988.0,0.4444444444444444,2025-12-09,UserB
Sentimental Value,2025.0,0.3333333333333333,2025-12-14,UserB
Train Dreams,2025.0,0.7777777777777778,2025-12-15,UserB
Avatar: Fire and Ash,2025.0,0.4444444444444444,2025-12-25,UserB
Wake Up Dead Man,2025.0,0.6666666666666666,2025-12-25,UserB
Airplane!,1980.0,0.3333333333333333,2025-12-25,UserB
Reflection in a Dead Diamond,2025.0,0.6666666666666666,2025-12-27,UserB
When Harry Met Sally...,1989.0,0.8888888888888888,2026-01-02,UserB
Eternity,2025.0,0.6666666666666666,2026-01-07,UserB
Romería,2025.0,0.7777777777777778,2026-01-22,UserB
28 Years Later,2025.0,0.5555555555555556,2026-01-22,UserB
28 Years Later: The Bone Temple,2026.0,0.6666666666666666,2026-01-22,UserB
The Mastermind,2025.0,0.5555555555555556,2026-01-22,UserB
The Thin Red Line,1998.0,0.8888888888888888,2026-01-22,UserB
Marty Supreme,2025.0,1.0,2026-01-25,UserB
Hamnet,2025.0,0.7777777777777778,2026-01-26,UserB
MadS,2024.0,0.1111111111111111,2026-02-01,UserB
Annie Hall,1977.0,0.2222222222222222,2026-02-08,UserB
Manhattan,1979.0,0.5555555555555556,2026-02-09,UserB
L'Eclisse,1962.0,0.0,2026-02-11,UserB
Blow-Up,1966.0,0.8888888888888888,2026-02-15,UserB
10 Things I Hate About You,1999.0,1.0,2026-02-18,UserB
Dodes'ka-den,1970.0,0.3333333333333333,2026-02-19,UserB
The Secret Agent,2025.0,0.4444444444444444,2026-02-23,UserB
The Batman,2022.0,0.8888888888888888,2022-04-11,vicariamente
Turning Red,2022.0,0.7777777777777778,2022-04-11,vicariamente
The Worst Person in the World,2021.0,0.8888888888888888,2022-04-11,vicariamente
Licorice Pizza,2021.0,0.6666666666666666,2022-04-11,vicariamente
Fantastic Mr. Fox,2009.0,0.8888888888888888,2022-04-11,vicariamente
Over the Hedge,2006.0,0.5555555555555556,2022-04-11,vicariamente
Cloudy with a Chance of Meatballs,2009.0,0.7777777777777778,2022-04-11,vicariamente
The Lego Batman Movie,2017.0,1.0,2022-04-11,vicariamente
About Time,2013.0,1.0,2022-04-11,vicariamente
Chip 'n Dale: Rescue Rangers,2022.0,0.5555555555555556,2022-05-21,vicariamente
The Bad Guys,2022.0,0.6666666666666666,2022-05-23,vicariamente
Before Midnight,2013.0,0.8888888888888888,2022-06-06,vicariamente
Parasite,2019.0,1.0,2022-06-07,vicariamente
Fresh,2022.0,0.4444444444444444,2022-06-25,vicariamente
Ingrid Goes West,2017.0,0.5555555555555556,2022-06-26,vicariamente
Spiderhead,2022.0,0.3333333333333333,2022-06-27,vicariamente
Interstellar,2014.0,1.0,2022-06-28,vicariamente
Minions: The Rise of Gru,2022.0,0.5555555555555556,2022-07-02,vicariamente
Not Okay,2022.0,0.6666666666666666,2022-08-03,vicariamente
Honor Society,2022.0,0.7777777777777778,2022-08-04,vicariamente
10 Things I Hate About You,1999.0,0.7777777777777778,2022-08-05,vicariamente
Whiplash,2014.0,1.0,2022-08-10,vicariamente
The Map of Tiny Perfect Things,2021.0,0.6666666666666666,2022-08-10,vicariamente
Vicky Cristina Barcelona,2008.0,0.6666666666666666,2022-08-11,vicariamente
Spider-Man: No Way Home,2021.0,0.7777777777777778,2022-08-15,vicariamente
Her,2013.0,0.8888888888888888,2022-08-15,vicariamente
The Lobster,2015.0,0.7777777777777778,2022-08-15,vicariamente
Mo' Better Blues,1990.0,0.7777777777777778,2022-08-15,vicariamente
Guava Island,2019.0,0.7777777777777778,2022-08-15,vicariamente
Eagle vs Shark,2007.0,0.1111111111111111,2022-08-16,vicariamente
The Da Vinci Code,2006.0,0.3333333333333333,2022-08-17,vicariamente
Good Will Hunting,1997.0,0.8888888888888888,2022-08-19,vicariamente
Red Eye,2005.0,0.6666666666666666,2022-08-22,vicariamente
When Harry Met Sally...,1989.0,1.0,2022-08-22,vicariamente
Groundhog Day,1993.0,0.8888888888888888,2022-08-22,vicariamente
Paprika,2006.0,0.8888888888888888,2022-08-24,vicariamente
Frances Ha,2012.0,0.8888888888888888,2022-08-26,vicariamente
Nope,2022.0,1.0,2022-08-26,vicariamente
Being John Malkovich,1999.0,0.7777777777777778,2022-08-27,vicariamente
Eternal Sunshine of the Spotless Mind,2004.0,0.8888888888888888,2022-08-28,vicariamente
Nightcrawler,2014.0,0.8888888888888888,2022-08-28,vicariamente
If Anything Happens I Love You,2020.0,0.6666666666666666,2022-08-28,vicariamente
Sorry to Bother You,2018.0,0.8888888888888888,2022-08-29,vicariamente
La La Land,2016.0,1.0,2022-08-29,vicariamente
Dead Poets Society,1989.0,1.0,2022-08-30,vicariamente
Jackass Forever,2022.0,0.7777777777777778,2022-08-30,vicariamente
Sound of Metal,2019.0,0.8888888888888888,2022-09-01,vicariamente
Ava,2020.0,0.2222222222222222,2022-09-03,vicariamente
Echoes,2022.0,0.3333333333333333,2022-09-08,vicariamente
Bedazzled,2000.0,0.5555555555555556,2022-09-17,vicariamente
X,2022.0,0.6666666666666666,2022-09-18,vicariamente
Cyberpunk: Edgerunners,2022.0,0.8888888888888888,2022-09-24,vicariamente
Arrival,2016.0,0.8888888888888888,2022-09-25,vicariamente
Do Revenge,2022.0,0.6666666666666666,2022-09-26,vicariamente
Love & Other Drugs,2010.0,0.5555555555555556,2022-09-26,vicariamente
Guns Akimbo,2019.0,0.1111111111111111,2022-09-27,vicariamente
Entergalactic,2022.0,0.7777777777777778,2022-10-02,vicariamente
She-Hulk: Attorney at Law,2022.0,0.5555555555555556,2022-10-14,vicariamente
The Thing,1982.0,0.8888888888888888,2022-10-30,vicariamente
Wendell & Wild,2022.0,0.7777777777777778,2022-11-01,vicariamente
Hereditary,2018.0,0.8888888888888888,2022-11-01,vicariamente
The Lego Movie,2014.0,0.7777777777777778,2022-12-01,vicariamente
Bodies Bodies Bodies,2022.0,0.6666666666666666,2022-12-05,vicariamente
The Menu,2022.0,0.8888888888888888,2022-12-08,vicariamente
Freaks - You're One of Us,2020.0,0.3333333333333333,2022-12-09,vicariamente
Carol,2015.0,0.7777777777777778,2022-12-10,vicariamente
Shiva Baby,2020.0,0.7777777777777778,2022-12-11,vicariamente
Guillermo del Toro's Pinocchio,2022.0,0.7777777777777778,2022-12-12,vicariamente
Meet Cute,2022.0,0.4444444444444444,2022-12-12,vicariamente
Avatar,2009.0,0.8888888888888888,2022-12-16,vicariamente
Everything Everywhere All at Once,2022.0,1.0,2022-12-17,vicariamente
Aftersun,2022.0,1.0,2022-12-19,vicariamente
Shrek 2,2004.0,1.0,2022-12-19,vicariamente
Avatar: The Way of Water,2022.0,0.8888888888888888,2022-12-19,vicariamente
Thor: Love and Thunder,2022.0,0.4444444444444444,2022-12-19,vicariamente
The Banshees of Inisherin,2022.0,0.8888888888888888,2022-12-20,vicariamente
Next Exit,2022.0,0.5555555555555556,2022-12-21,vicariamente
Zoolander,2001.0,0.4444444444444444,2022-12-22,vicariamente
Big Time Adolescence,2019.0,0.6666666666666666,2022-12-23,vicariamente
Marcel the Shell with Shoes On,2021.0,1.0,2022-12-31,vicariamente
The Fabelmans,2022.0,1.0,2023-01-01,vicariamente
Alien,1979.0,1.0,2023-01-02,vicariamente
The Bob's Burgers Movie,2022.0,0.7777777777777778,2023-01-03,vicariamente
Radiohead: In Rainbows - From the Basement,2008.0,1.0,2023-01-03,vicariamente
The Dictator,2012.0,0.3333333333333333,2023-01-04,vicariamente
Ex Machina,2015.0,0.8888888888888888,2023-01-05,vicariamente
Two Distant Strangers,2020.0,0.0,2023-01-05,vicariamente
Drive,2011.0,1.0,2023-01-06,vicariamente
The Nice Guys,2016.0,1.0,2023-01-07,vicariamente
Strange World,2022.0,0.5555555555555556,2023-01-08,vicariamente
The Grand Budapest Hotel,2014.0,1.0,2023-01-08,vicariamente
All About My Mother,1999.0,0.8888888888888888,2023-01-09,vicariamente
Anima,2019.0,0.7777777777777778,2023-01-10,vicariamente
The Lost Daughter,2021.0,0.7777777777777778,2023-01-12,vicariamente
M3GAN,2022.0,0.6666666666666666,2023-01-13,vicariamente
Don't Worry Darling,2022.0,0.2222222222222222,2023-01-14,vicariamente
Falling for Christmas,2022.0,0.2222222222222222,2023-01-14,vicariamente
Phantom Thread,2017.0,1.0,2023-01-14,vicariamente
Boogie Nights,1997.0,1.0,2023-01-15,vicariamente
Anchorman: The Legend of Ron Burgundy,2004.0,0.6666666666666666,2023-01-18,vicariamente
I Lost My Body,2019.0,0.6666666666666666,2023-01-19,vicariamente
"The French Dispatch of the Liberty, Kansas Evening Sun",2021.0,0.6666666666666666,2023-01-19,vicariamente
Skinamarink,2022.0,0.0,2023-01-20,vicariamente
Perfect Blue,1997.0,0.7777777777777778,2023-01-20,vicariamente
Babylon,2022.0,0.8888888888888888,2023-01-21,vicariamente
Punch-Drunk Love,2002.0,1.0,2023-01-22,vicariamente
Pearl,2022.0,0.8888888888888888,2023-01-23,vicariamente
Disobedience,2017.0,0.8888888888888888,2023-01-23,vicariamente
On the Count of Three,2021.0,0.7777777777777778,2023-01-24,vicariamente
The Umbrellas of Cherbourg,1964.0,0.7777777777777778,2023-01-24,vicariamente
Decision to Leave,2022.0,0.7777777777777778,2023-01-25,vicariamente
The Big Short,2015.0,1.0,2023-01-26,vicariamente
Living,2022.0,0.7777777777777778,2023-01-27,vicariamente
Little Miss Sunshine,2006.0,1.0,2023-01-28,vicariamente
TÁR,2022.0,0.8888888888888888,2023-01-28,vicariamente
Prisoners,2013.0,0.8888888888888888,2023-01-29,vicariamente
Malignant,2021.0,0.6666666666666666,2023-01-30,vicariamente
The Darjeeling Limited,2007.0,0.7777777777777778,2023-01-31,vicariamente
Bacurau,2019.0,1.0,2023-02-01,vicariamente
Plus One,2019.0,0.7777777777777778,2023-02-02,vicariamente
"O Brother, Where Art Thou?",2000.0,0.6666666666666666,2023-02-03,vicariamente
Little Women,2019.0,1.0,2023-02-04,vicariamente
RRR,2022.0,1.0,2023-02-05,vicariamente
Triangle of Sadness,2022.0,0.8888888888888888,2023-02-06,vicariamente
The Whale,2022.0,0.5555555555555556,2023-02-07,vicariamente
Cloudy with a Chance of Meatballs 2,2013.0,0.6666666666666666,2023-02-09,vicariamente
Porco Rosso,1992.0,0.6666666666666666,2023-02-10,vicariamente
The Game,1997.0,0.7777777777777778,2023-02-11,vicariamente
Dazed and Confused,1993.0,1.0,2023-02-13,vicariamente
Lady Bird,2017.0,1.0,2023-02-14,vicariamente
The Devil Wears Prada,2006.0,0.7777777777777778,2023-02-15,vicariamente
Another Round,2020.0,0.8888888888888888,2023-02-16,vicariamente
The Notebook,2004.0,0.6666666666666666,2023-02-17,vicariamente
Scott Pilgrim vs. the World,2010.0,1.0,2023-02-18,vicariamente
Alice in Wonderland,1951.0,0.6666666666666666,2023-02-19,vicariamente
Shrek,2001.0,0.8888888888888888,2023-03-04,vicariamente
The Favourite,2018.0,1.0,2023-03-25,vicariamente
Barbarian,2022.0,0.6666666666666666,2023-04-01,vicariamente
"Crazy, Stupid, Love.",2011.0,0.7777777777777778,2023-04-12,vicariamente
Air,2023.0,0.7777777777777778,2023-04-15,vicariamente
The Super Mario Bros. Movie,2023.0,0.6666666666666666,2023-04-15,vicariamente
Guardians of the Galaxy Vol. 3,2023.0,1.0,2023-05-06,vicariamente
The Fault in Our Stars,2014.0,0.7777777777777778,2023-05-07,vicariamente
Fast X,2023.0,0.5555555555555556,2023-05-22,vicariamente
The Little Mermaid,2023.0,0.5555555555555556,2023-05-27,vicariamente
Strange Way of Life,2023.0,0.7777777777777778,2023-05-27,vicariamente
Spider-Man,2002.0,0.8888888888888888,2023-05-30,vicariamente
Spider-Man 2,2004.0,1.0,2023-05-30,vicariamente
Spider-Man 3,2007.0,0.5555555555555556,2023-05-30,vicariamente
The Amazing Spider-Man,2012.0,1.0,2023-05-31,vicariamente
The Amazing Spider-Man 2,2014.0,0.4444444444444444,2023-05-31,vicariamente
Spider-Man: Homecoming,2017.0,0.6666666666666666,2023-06-01,vicariamente
Spider-Man: Far From Home,2019.0,0.7777777777777778,2023-06-01,vicariamente
Spider-Man: Across the Spider-Verse,2023.0,1.0,2023-06-03,vicariamente
Black Mirror: Joan Is Awful,2023.0,0.6666666666666666,2023-06-16,vicariamente
Asteroid City,2023.0,0.6666666666666666,2023-07-10,vicariamente
Mission: Impossible,1996.0,0.7777777777777778,2023-07-19,vicariamente
Oppenheimer,2023.0,1.0,2023-07-21,vicariamente
Tenet,2020.0,1.0,2023-08-04,vicariamente
Everybody Wants Some!!,2016.0,0.7777777777777778,2023-08-12,vicariamente
They Cloned Tyrone,2023.0,0.7777777777777778,2023-08-13,vicariamente
Set It Up,2018.0,0.7777777777777778,2023-08-13,vicariamente
Dungeons & Dragons: Honor Among Thieves,2023.0,0.8888888888888888,2023-08-14,vicariamente
Talk to Me,2022.0,0.6666666666666666,2023-08-17,vicariamente
"Red, White & Royal Blue",2023.0,0.4444444444444444,2023-08-24,vicariamente
Elemental,2023.0,0.6666666666666666,2023-08-26,vicariamente
No Hard Feelings,2023.0,0.6666666666666666,2023-08-27,vicariamente
Past Lives,2023.0,1.0,2023-08-27,vicariamente
Burn After Reading,2008.0,0.6666666666666666,2023-08-27,vicariamente
Black Mirror: White Christmas,2014.0,0.8888888888888888,2023-08-28,vicariamente
Theater Camp,2023.0,0.8888888888888888,2023-09-23,vicariamente
Bottoms,2023.0,1.0,2023-09-23,vicariamente
The Guy Who Didn't Like Musicals,2018.0,1.0,2023-10-07,vicariamente
Killers of the Flower Moon,2023.0,1.0,2023-10-27,vicariamente
The Boy and the Heron,2023.0,1.0,2023-10-28,vicariamente
Five Nights at Freddy's,2023.0,0.4444444444444444,2023-10-28,vicariamente
GoodFellas,1990.0,1.0,2023-10-30,vicariamente
Titane,2021.0,0.7777777777777778,2023-10-30,vicariamente
Practical Magic,1998.0,0.5555555555555556,2023-11-02,vicariamente
The Killer,2023.0,0.7777777777777778,2023-11-04,vicariamente
The Muppets,2011.0,1.0,2023-11-07,vicariamente
Notting Hill,1999.0,0.8888888888888888,2023-11-08,vicariamente
Mamma Mia!,2008.0,1.0,2023-11-08,vicariamente
The Talented Mr. Ripley,1999.0,0.7777777777777778,2023-11-09,vicariamente
Women on the Verge of a Nervous Breakdown,1988.0,0.7777777777777778,2023-11-10,vicariamente
"tick, tick... BOOM!",2021.0,1.0,2023-11-10,vicariamente
Your Christmas or Mine?,2022.0,0.4444444444444444,2023-11-12,vicariamente
Inside Out,2015.0,0.7777777777777778,2023-11-13,vicariamente
Totally Killer,2023.0,0.6666666666666666,2023-11-15,vicariamente
Eurovision Song Contest: The Story of Fire Saga,2020.0,0.5555555555555556,2023-11-16,vicariamente
Napoleon,2023.0,0.6666666666666666,2023-11-25,vicariamente
Anatomy of a Fall,2023.0,1.0,2023-12-08,vicariamente
Judas and the Black Messiah,2021.0,1.0,2023-12-12,vicariamente
Booksmart,2019.0,0.5555555555555556,2023-12-13,vicariamente
Chicken Run: Dawn of the Nugget,2023.0,0.6666666666666666,2023-12-20,vicariamente
Elf,2003.0,0.6666666666666666,2023-12-22,vicariamente
The Iron Claw,2023.0,1.0,2023-12-23,vicariamente
Ponyo,2008.0,1.0,2023-12-29,vicariamente
The Wonderful Story of Henry Sugar,2023.0,0.7777777777777778,2023-12-30,vicariamente
Kiki's Delivery Service,1989.0,0.8888888888888888,2023-12-30,vicariamente
The Rat Catcher,2023.0,0.6666666666666666,2023-12-31,vicariamente
The Aristocats,1970.0,0.6666666666666666,2023-12-31,vicariamente
BlacKkKlansman,2018.0,1.0,2023-12-31,vicariamente
Poor Things,2023.0,1.0,2024-01-03,vicariamente
Poison,2023.0,0.5555555555555556,2024-01-06,vicariamente
Blue Beetle,2023.0,0.7777777777777778,2024-01-07,vicariamente
The Swan,2023.0,0.6666666666666666,2024-01-07,vicariamente
Heat,1995.0,1.0,2024-01-14,vicariamente
Popstar: Never Stop Never Stopping,2016.0,0.7777777777777778,2024-01-15,vicariamente
The Zone of Interest,2023.0,0.8888888888888888,2024-01-20,vicariamente
Maestro,2023.0,0.6666666666666666,2024-01-29,vicariamente
Dune,2021.0,1.0,2024-02-10,vicariamente
All of Us Strangers,2023.0,1.0,2024-02-24,vicariamente
Dune: Part Two,2024.0,1.0,2024-03-02,vicariamente
American Fiction,2023.0,0.6666666666666666,2024-03-09,vicariamente
Ricky Stanicky,2024.0,0.4444444444444444,2024-03-17,vicariamente
Irish Wish,2024.0,0.2222222222222222,2024-04-01,vicariamente
Música,2024.0,0.6666666666666666,2024-04-06,vicariamente
Love Lies Bleeding,2024.0,0.8888888888888888,2024-04-13,vicariamente
Movie 43,2013.0,0.0,2024-04-17,vicariamente
Sleeping with Other People,2015.0,1.0,2024-04-18,vicariamente
Anyone But You,2023.0,0.6666666666666666,2024-04-27,vicariamente
Mad Max: Fury Road,2015.0,1.0,2024-05-17,vicariamente
Orion and the Dark,2024.0,0.6666666666666666,2024-05-20,vicariamente
A Goofy Movie,1995.0,0.7777777777777778,2024-06-11,vicariamente
An Extremely Goofy Movie,2000.0,0.7777777777777778,2024-06-13,vicariamente
I Saw the TV Glow,2024.0,1.0,2024-06-15,vicariamente
Toy Story 4,2019.0,0.7777777777777778,2024-06-23,vicariamente
Lightyear,2022.0,0.4444444444444444,2024-06-23,vicariamente
Inside Out 2,2024.0,0.8888888888888888,2024-07-06,vicariamente
A Family Affair,2024.0,0.2222222222222222,2024-07-08,vicariamente
Kinds of Kindness,2024.0,0.5555555555555556,2024-07-13,vicariamente
The Bikeriders,2023.0,0.7777777777777778,2024-07-14,vicariamente
Twisters,2024.0,0.7777777777777778,2024-07-20,vicariamente
The Cat Returns,2002.0,0.7777777777777778,2024-08-06,vicariamente
Men in Black,1997.0,1.0,2024-08-06,vicariamente
Men in Black II,2002.0,0.5555555555555556,2024-08-07,vicariamente
The Hangover,2009.0,0.6666666666666666,2024-08-08,vicariamente
The Hangover Part II,2011.0,0.4444444444444444,2024-08-08,vicariamente
The Hangover Part III,2013.0,0.5555555555555556,2024-08-09,vicariamente
The Internship,2013.0,0.5555555555555556,2024-08-09,vicariamente
American Made,2017.0,0.6666666666666666,2024-08-09,vicariamente
Trap,2024.0,0.6666666666666666,2024-08-10,vicariamente
Coach Carter,2005.0,0.7777777777777778,2024-08-12,vicariamente
Failure to Launch,2006.0,0.5555555555555556,2024-08-16,vicariamente
Robot Dreams,2023.0,1.0,2024-08-16,vicariamente
Game Night,2018.0,1.0,2024-08-17,vicariamente
Tag,2018.0,0.6666666666666666,2024-08-17,vicariamente
Despicable Me 4,2024.0,0.5555555555555556,2024-08-17,vicariamente
The Guardians of the Galaxy Holiday Special,2022.0,0.7777777777777778,2024-08-17,vicariamente
Rye Lane,2023.0,1.0,2024-08-18,vicariamente
Alien: Covenant,2017.0,0.7777777777777778,2024-08-18,vicariamente
There's Something About Mary,1998.0,0.5555555555555556,2024-08-19,vicariamente
Fever Pitch,2005.0,0.6666666666666666,2024-08-22,vicariamente
Immaculate,2024.0,0.8888888888888888,2024-08-28,vicariamente
Alien: Romulus,2024.0,0.7777777777777778,2024-08-29,vicariamente
Cinderella's Castle,2025.0,0.5555555555555556,2024-08-31,vicariamente
Beetlejuice,1988.0,0.8888888888888888,2024-09-05,vicariamente
Beetlejuice Beetlejuice,2024.0,0.6666666666666666,2024-09-07,vicariamente
The Martian,2015.0,1.0,2024-09-08,vicariamente
Lisa Frankenstein,2024.0,0.7777777777777778,2024-09-14,vicariamente
Coraline,2009.0,1.0,2024-09-15,vicariamente
Rebel Ridge,2024.0,0.7777777777777778,2024-09-24,vicariamente
Megalopolis,2024.0,0.5555555555555556,2024-09-28,vicariamente
You've Got Mail,1998.0,0.7777777777777778,2024-09-28,vicariamente
Transformers One,2024.0,0.8888888888888888,2024-09-29,vicariamente
The Intern,2015.0,0.6666666666666666,2024-09-30,vicariamente
Perfect Days,2023.0,1.0,2024-10-07,vicariamente
I Used to Be Funny,2023.0,0.6666666666666666,2024-10-07,vicariamente
In the Mood for Love,2000.0,1.0,2024-10-09,vicariamente
Chungking Express,1994.0,1.0,2024-10-10,vicariamente
Memories of Murder,2003.0,1.0,2024-10-11,vicariamente
The Wild Robot,2024.0,1.0,2024-10-12,vicariamente
The Substance,2024.0,1.0,2024-10-13,vicariamente
Halloweentown,1998.0,0.5555555555555556,2024-10-20,vicariamente
The Room Next Door,2024.0,0.4444444444444444,2024-10-26,vicariamente
Werewolves Within,2021.0,0.6666666666666666,2024-10-28,vicariamente
Juror #2,2024.0,0.7777777777777778,2024-11-01,vicariamente
Anora,2024.0,1.0,2024-11-01,vicariamente
My Neighbor Totoro,1988.0,1.0,2024-11-02,vicariamente
Sleepless in Seattle,1993.0,0.6666666666666666,2024-11-03,vicariamente
La Chimera,2023.0,1.0,2024-11-04,vicariamente
The Remarkable Life of Ibelin,2024.0,0.8888888888888888,2024-11-04,vicariamente
Sing 2,2021.0,0.6666666666666666,2024-11-05,vicariamente
Omni Loop,2024.0,0.4444444444444444,2024-11-10,vicariamente
Big Fat Liar,2002.0,0.6666666666666666,2024-11-14,vicariamente
Alita: Battle Angel,2019.0,0.6666666666666666,2024-11-18,vicariamente
The Merry Gentlemen,2024.0,0.4444444444444444,2024-11-23,vicariamente
The Forge,2024.0,0.2222222222222222,2024-11-25,vicariamente
Look Back,2024.0,1.0,2024-11-25,vicariamente
Moana,2016.0,0.7777777777777778,2024-11-30,vicariamente
Moana 2,2024.0,0.4444444444444444,2024-12-01,vicariamente
Crazy Rich Asians,2018.0,0.8888888888888888,2024-12-02,vicariamente
Klaus,2019.0,1.0,2024-12-06,vicariamente
Sonic the Hedgehog,2020.0,0.5555555555555556,2024-12-20,vicariamente
Conclave,2024.0,0.8888888888888888,2024-12-21,vicariamente
How the Grinch Stole Christmas,2000.0,0.8888888888888888,2024-12-23,vicariamente
The Holdovers,2023.0,1.0,2024-12-23,vicariamente
Sonic the Hedgehog 2,2022.0,0.6666666666666666,2024-12-26,vicariamente
Sonic the Hedgehog 3,2024.0,0.8888888888888888,2024-12-26,vicariamente
Labyrinth,1986.0,0.6666666666666666,2024-12-27,vicariamente
"Oh, Canada",2024.0,0.5555555555555556,2024-12-28,vicariamente
Spider-Man: Into the Spider-Verse,2018.0,1.0,2025-01-01,vicariamente
Better Man,2024.0,0.6666666666666666,2025-01-02,vicariamente
Queer,2024.0,0.5555555555555556,2025-01-02,vicariamente
Wallace & Gromit: Vengeance Most Fowl,2024.0,0.7777777777777778,2025-01-04,vicariamente
Turbo,2013.0,0.4444444444444444,2025-01-05,vicariamente
We Live in Time,2024.0,0.8888888888888888,2025-01-06,vicariamente
The Rocky Horror Picture Show,1975.0,1.0,2025-01-06,vicariamente
A Real Pain,2024.0,0.7777777777777778,2025-01-11,vicariamente
Sing Sing,2023.0,1.0,2025-01-11,vicariamente
Bad Moms,2016.0,0.2222222222222222,2025-01-11,vicariamente
Challengers,2024.0,1.0,2025-01-12,vicariamente
A Beautiful Day in the Neighborhood,2019.0,0.6666666666666666,2025-01-12,vicariamente
