title_normalized,title_original,tmdb_id,year,director,tmdb_genres,overview,country,nanogenres,themes,lb_url
16 wishes,16 Wishes,40205,2010,Peter DeLuise,Fantasy|Drama|Family,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",US,,princess|fairy|kingdom|evil|prince,https://boxd.it/12eU
swarm,Swarm,1125880,2023,Bartłomiej Bala,Drama,"Isolated on a remote island for over a decade at their patriarch's command, a family's unity is challenged when his wife yearns to return to the outside world.",PL,"Killing, Horrifying, Twisted|Scary, Murder, Psychotic|Scary, Thriller, Revelation|Hero, Evil, Complex|Thriller, Psychotic, Obsession|Amusing, Bizarre, Satire|Suspense, Unexpected, Engaging|Suspense, Solving, Complicated|Terrifying, Madness, Psychological|Suspense, Psychological, Revelation",family|mother|son|home|woman,https://boxd.it/FIFe
k-12,K-12,616584,2019,Melanie Martinez,Fantasy,"Cry Baby, a strong and sensitive girl, is sent off to a disturbing sleepaway school that’s hidden underneath a grandiose façade. Luckily, she has a sweet and unapologetic best friend who sticks up for her when she gets bullied by the other students whose brains are under control by the Principal and his wicked staff. With the help of the magical friends they meet along the way, as well as an Angelic Spirit Guide, they are able to gain the strength they need to fight off the school’s belligerent patriarchal conditioning.",US,"Lyrics, Choreography, Broadway|Lyrics, Cute, Popular|Songs, Adorable, Voices|Dancing, Catchy, Dream|School, Girls, Friendship|Drama, Teacher, Class|Sweet, Loving, Crying|Funny, Adolescents, Girls|Cry, Cute, Songs|Songs, Smile, Lesson",school|high|year|old|girl,https://boxd.it/mNZA
hoodwinked too! hood vs. evil,Hoodwinked Too! Hood VS. Evil,57089,2011,Mike Disa,Comedy|Animation|Family,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",US,"Cartoon, Gag, Adventure|Cartoon, Magic, Colorful|Cartoon, Kids, Action|Slapstick, Silly, Cool|Funny, Animation, Adventure|Comedy, Agent, Sexy|Amusing, Cool, Spirit|Songs, Cute, Antics|Funny, Weird, Genius|Chuckles, Wit, Silly",princess|fairy|kingdom|evil|prince,https://boxd.it/nxc
princess protection program,Princess Protection Program,19458,2009,Allison Liddi-Brown,Family|TV Movie|Comedy|Drama,"When her nation is invaded, a young princess is taken into the Princess Protection Program. She is relocated to Louisiana, where she stays with a covert agent and his tomboyish daughter, and must learn how to behave like an ordinary teenager.",US,"School, Heartwarming, Lesson|School, Girls, Friendship|Cute, Girls, Pre-Teen|School, Popular, Lucky|Cliche, Adorable, Pleasant|Teenager, Geeks, Stereotype|Cute, School, Geeks|Comedy, Nerds, Weird|Feelings, Cute, Formulaic|Funny, Immature, Rude",princess|fairy|kingdom|evil|prince,https://boxd.it/1F5s
girl blunt,Girl Blunt,1122620,2023,Clementine Narcisse,Comedy,Two young women decide to use their newly found drug-dealing business to get revenge against a conniving man of their past.,US,,murder|man|case|killer|detective,https://boxd.it/GrpA
the little prince,The Little Prince,309809,2015,Mark Osborne,Adventure|Animation|Fantasy|Family,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",FR,"Heartfelt, Imaginative, Magic|Kids, Magic, Childhood|Animation, Songs, Child|Cry, Child, Sadness|Cartoon, Adventure, Colorful|Family, Heartwarming, Lovely|Cry, Childhood, Loving|Tear-Jerker, Family, Loving|Witty, Cute, Friendship|Voices, Tune, Timeless",princess|fairy|kingdom|evil|prince,https://boxd.it/9WbS
trolls,Trolls,136799,2016,Mike Mitchell,Family|Animation|Fantasy|Adventure|Comedy|Music,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",US,"Animation, Songs, Child|Voices, Catchy, Adorable|Animation, Jokes, Cute|Cute, Tragic, Engaging|Hilarious, Kids, Farting|Cartoon, Magic, Colorful|Animation, Catchy, Childhood|Jokes, Kids, Cool|Kids, Songs, Creepy|Cartoon, Beauty, Beast",princess|fairy|kingdom|evil|prince,https://boxd.it/4p8Q
superlopez,Superlopez,457915,2018,Javier Ruiz Caldera,Comedy,Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón.,ES,,france|young|french|life|spain,https://boxd.it/gmdM
rose island,Rose Island,636565,2020,Sydney Sibilia,Comedy|Adventure,"In 1968, engineer Giorgio Rosa established the independent state called ""The Isle of Roses"" off the coast of Rimini, built on a platform outside the territorial waters, with Esperanto as the official language. The Italian authorities did not take it well because the micronation was seen as an expedient to not pay taxes on the revenues obtained thanks to the arrival of numerous tourists and curious people.",IT,"Death, Popular, Humanity|Moving, Spirit, Inspiring|Historical, England, Fascinating|War, Historic, Political|Comedy, Eccentric, Joy|Funny, Journey, Desire|Emotional, Fought, Government|Humor, Desire, Frustrated|Comedy, Bizarre, Genius|Funny, Popular, Genius",france|young|french|life|spain,https://boxd.it/nBlq
dogtooth,Dogtooth,38810,2009,Yorgos Lanthimos,Drama,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",GR,"Humorous, Families, Dysfunctional|Emotional, Disturbing, Intriguing|Shock, Extreme, Twisted|Relationships, Dysfunctional, Quirky|Kids, Lesson, Reality|Heartfelt, Sex, Moral|Amusing, Bizarre, Satire|Emotional, Disturbed, Surreal|Bizarre, Twisted, Daring|Killing, Disturbed, Cruel",group|killer|town|school|young,https://boxd.it/158K
happier than ever: a love letter to los angeles,Happier Than Ever: A Love Letter to Los Angeles,853088,2021,Robert Rodriguez|Patrick Osborne,Music|Documentary,"Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",GB,,film|life|music|documentary|album,https://boxd.it/wcNs
billie eilish: live at the o2 (extended cut),Billie Eilish: Live at the O2 (Extended Cut),1058923,2023,Sam Wrench,Music|Documentary,"For the first time in her career, global superstar Billie Eilish is releasing a visual record of her formidable live performance. Featuring intimate and unforgettable moments between Billie and her audience, this compelling concert film takes viewers on a visually captivating journey from beginning to end, to the heart of Eilish's record-breaking sold-out Happier Than Ever, The World Tour.",GB,,film|life|music|documentary|album,https://boxd.it/E4zy
one world: together at home,One World: Together at Home,694527,2020,Alex Coletti,Music|Documentary,"A global broadcast & digital special organized by Global Citizen and the World Health Organization featuring comedians, musicians, and actors to raise funds in support of front line health workers in the global response to COVID-19.",US,,film|life|music|documentary|album,https://boxd.it/pWLo
when billie met lisa,When Billie Met Lisa,962659,2022,David Silverman,Animation|Comedy|Music,Lisa Simpson is discovered by chart-topping artists Billie Eilish and FINNEAS while searching for a quiet place to practice her saxophone. Billie invites Lisa to her studio for a special jam session she’ll never forget.,US,,film|life|music|documentary|album,https://boxd.it/Am3i
planet 51,Planet 51,16866,2009,Jorge Blanco,Animation|Family|Comedy|Science Fiction|Adventure,"When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",ES,"Space, Chuckles, Technology|Cartoon, Gag, Adventure|Extra-Terrestrial, Earth, Discover|Aliens, Galaxy, Ships|Humor, Laugh-Out-Loud, Crazy|Scary, Giant, Earth|Funny, Animation, Adventure|Gag, Wit, Comical|Voices, Amusing, Lovable|Cliche, Kids, Pre-Teen",earth|planet|world|space|new,https://boxd.it/1JA0
hoodwinked!,Hoodwinked!,10982,2005,Cory Edwards,Animation|Comedy|Family|Crime|Mystery,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",US,"Cartoon, Gag, Adventure|Animation, Jokes, Cute|Silly, Witty, Loves|Cartoon, Kids, Action|Animation, Songs, Child|Amusing, Cool, Spirit|Humorous, Family, Crude|Amusing, Crude, Goofy|Amusing, Sweet, Kids|Animation, Magic, Colorful",cat|monster|high|new|pirate,https://boxd.it/1UVS
tarzan,Tarzan,37135,1999,Chris Buck|Kevin Lima,Animation|Family|Adventure,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",US,"Cartoon, Magic, Colorful|Cartoon, Beauty, Beast|Animation, Songs, Child|Voices, Tune, Timeless|Voices, Kids, Toy|Cartoon, Action, Adventure|Animation, Catchy, Childhood|Kids, Adventure, Rescue|Magic, Child, Spirit|Animation, Jokes, Cute",king|dragon|world|war|prince,https://boxd.it/18YO
abominable,Abominable,431580,2019,Jill Culton,Family|Animation|Adventure|Comedy|Fantasy,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",CN,"Charm, Imaginative, Magic|Charming, Lesson, Feel-Good|Funny, Adventure, Quest|Amusing, Families, Sweet|Witty, Romance, Heartfelt|Witty, Cute, Friendship|Humor, Heartwarming, Family|Funny, Weird, Creativity|Cry, Family, Pleasant|Relationships, Heartwarming, Lovable",king|dragon|world|war|prince,https://boxd.it/fiPq
heroes wanted,Heroes Wanted,375872,2016,Joaquín Mazón,Action|Comedy,Agents from diverse Spanish local police forces are called to form a special team.,ES,,agent|bond|fbi|mission|james,https://boxd.it/d3SK
hotel transylvania 2,Hotel Transylvania 2,159824,2015,Genndy Tartakovsky,Animation|Comedy|Family|Fantasy,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",US,"Cartoon, Kids, Action|Animation, Jokes, Cute|Gag, Cartoon, Cool|Witty, Silly, Cartoon|Animation, Songs, Child|Gag, Heartwarming, Lesson|Slapstick, Adorable, Kids|Amusing, Crude, Goofy|Chuckles, Delightful, Wit|Cartoon, Magic, Colorful",vampire|life|young|dracula|tokyo,https://boxd.it/4ZLk
frozen fever,Frozen Fever,326359,2015,Jennifer Lee|Chris Buck,Animation|Family|Adventure|Comedy,"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",US,,princess|fairy|kingdom|evil|prince,https://boxd.it/aE2A
planes,Planes,151960,2013,Klay Hall,Animation|Family|Adventure|Comedy,"Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",US,"Cartoon, Kids, Action|Amusing, Car, Goofy|Gag, Cartoon, Cool|Animation, Jokes, Cute|Animation, Songs, Child|Voices, Kids, Toy|Silly, Witty, Loves|Hilarious, Charm, Adorable|Cute, Family, Crazy|Slapstick, Heartwarming, Embarrassing",earth|planet|world|space|new,https://boxd.it/4Na2
hop,Hop,50359,2011,Tim Hill,Animation|Comedy|Family,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",US,"Animation, Songs, Child|Gag, Heartwarming, Lesson|Funny, Adorable, Kids|Chuckles, Cringe, Wacky|Hilarious, Kids, Farting|Funny, Animation, Adventure|Cute, Child, Lesson|Gag, Wit, Comical|Christmas, Kids, Spirit|Kids, Singing, Colorful",christmas|santa|harry|charlie|muppets,https://boxd.it/DQa
creating the queen's gambit,Creating The Queen's Gambit,784047,2021,,Documentary,"A fascinating character. Exquisite sets. A wig for every era. The stars, creators and crew reveal how the hit series about a chess prodigy came to life.",US,,film|life|music|documentary|album,https://boxd.it/ttHA
un largo viaje,Un largo viaje,1188014,2023,Victor Nores,Drama|Comedy,,ES,,,https://boxd.it/J4bw
elisa & marcela,Elisa & Marcela,535356,2019,Isabel Coixet,Drama|Romance,"The film tells the true story of Elisa Sánchez Loriga and Marcela Gracia Ibeas, two women in 1901 Spain who fell deeply in love. To overcome societal and legal barriers to their relationship, Elisa assumes a male identity, enabling the pair to marry in secret. Their daring act makes them the first recorded same-sex couple to marry in Spain, but their love is tested as they face relentless persecution and sacrifice.",ES,"Feelings, Sex, Lover|Emotion, Sexual, Passionate|Relationships, Passionate, Lover|Romance, Sexual, Passion|Heartfelt, Sex, Moral|Drama, Moving, Compelling|Feelings, Loves, Lovely|Feelings, Marriage, Passion|Emotional, Poetic, Thoughtful|Emotional, Passionate, Beauty",love|life|relationship|new|family,https://boxd.it/jukM
logorama,Logorama,32389,2009,François Alaux|Hervé de Crécy|Ludovic Houplain,Animation|Crime|Comedy|Action,"Two cops portrayed by Michelin Men chase an armed Ronald McDonald through the streets of a fictionalized, stylized city.",FR,,murder|man|case|killer|detective,https://boxd.it/1hck
araan,Araan,454673,2015,Jorge Dayas,Animation,"A little girl waits for his father, who is fighting on the front line, to come back home.",ES,,family|mother|son|home|woman,https://boxd.it/gebI
if anything happens i love you,If Anything Happens I Love You,713776,2020,Will McCormack|Michael Govier,Drama|Animation,"In this Oscar-winning short film, grieving parents journey through an emotional void as they mourn the loss of a child after a tragic school shooting.",US,"Emotion, Songs, Family|Sweet, Loving, Crying|Relationships, Cry, Moving|Tear-Jerker, Child, Reality|Relationships, Families, Child|Feelings, Joy, Happiness|Emotion, Compelling, Reality|Cry, Dying, Sadness|Feelings, Tragic, Anger|Tear-Jerker, Depressing, Tragic",woman|love|story|film|life,https://boxd.it/qIv4
pencil face,Pencil Face,274880,2008,Christian Simmons,Fantasy|Horror,A young girl is playing on some waste ground when she finds a pencil with a face. Whatever she draws with the pencil becomes real. Just an ordinary day.,US,,old|mother|year|family|girl,https://boxd.it/8lGM
nuggets,Nuggets,305974,2014,Andreas Hykade,Animation,A 5 minute animation on the nature of addiction.,DE,,murder|man|case|killer|detective,https://boxd.it/9LQg
the wonderful story of henry sugar and three more,The Wonderful Story of Henry Sugar and Three More,1259365,2024,Wes Anderson,Comedy|Drama|Fantasy,"Four tales unfold in Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories, ""The Wonderful Story of Henry Sugar"", ""The Swan"", ""The Rat Catcher"", and ""Poison.""",US,,woman|love|story|film|life,https://boxd.it/LYEy
"the boy, the mole, the fox and the horse","The Boy, the Mole, the Fox and the Horse",995133,2022,Charlie Mackesy|Peter Baynton,Animation|Family|Drama|Adventure,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",GB,"Animals, Kids, Childhood|Cute, Lovely, Magic|Cartoon, Cute, Child|Cry, Discover, Feel-Good|Lyrics, Adorable, Voices|Cry, Child, Lesson|Delightful, Adorable, Magic|Tear-Jerker, Child, Moral|Sweet, Beauty, Uplifting|Jokes, Adorable, Dog",cat|monster|high|new|pirate,https://boxd.it/BBT6
the house,The House,672582,2021,Alexandre Bustillo|Julien Maury,Horror|Mystery,"While diving in a remote French lake, a couple of YouTubers who specialise in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realise the worst is yet to come: they are not alone in the house.",BE,"Spooky, Guessing, Horrific|Cry, Pleasant, Loving|Moving, Timeless, Captivating|Terrifying, Supernatural, Bizarre|Bizarre, Creativity, Unpredictable|Spooky, Mystery, Unnerving|Weird, Disturbing, Intriguing|Weird, Dream, Journey|Gory, Thrills, Haunted|Horror, Bizarre, Disturbed",group|killer|town|school|young,https://boxd.it/yVza
argentina 1985,Argentina 1985,714888,2022,Santiago Mitre,Drama|History|Crime,"In the 1980s, a team of lawyers takes on the heads of Argentina's bloody military dictatorship in a battle against odds and a race against time.",AR,"Government, America, Historical|Criminal, Lawyer, Evidence|Relationships, Family, Tragic|Emotional, Lawyer, Dramas|Powerful, Twist, Gripping|Courtroom, Law, Justice|Drama, Struggles, Conflict|Murder, Torture, Horrific|Political, Gripping, Facts|Democracy, Facts, Enemies",france|young|french|life|spain,https://boxd.it/qLxM
capture the flag,Capture the Flag,300602,2015,Enrique Gato,Comedy|Animation|Adventure|Family,"When the brave and determined 12-year-old Mike Goldwing discovers that an eccentric billionaire plans to fly to the moon, steal its vast, valuable natural resources, and destroy the American flag planted by the Apollo XI astronauts during man's historic moon landing, the countdown to a spectacular adventure begins! Mike, teamed with his grandfather, best friends Amy and Marty, and a clever chameleon, blasts off on an incredible moon-bound mission, determined to thwart the billionaire's evil plan, capture the flag, and reunite his family.",ES,,earth|planet|world|space|new,https://boxd.it/9ynU
under the same roof,Under the Same Roof,555657,2019,Juana Macías,Comedy,Nadia and Adrián starts their particular world war when she files to divorce him.,ES,,love|life|relationship|new|family,https://boxd.it/kkxe
palm trees in the snow,Palm Trees in the Snow,274109,2015,Fernando González Molina,Drama|History|Romance,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.",FR,,france|young|french|life|spain,https://boxd.it/8jIG
the adventures of andré and wally b.,The Adventures of André and Wally B.,13924,1984,Alvy Ray Smith,Family|Animation|Comedy,"There's nothing like a restful nap in a pleasant wooded valley. But when André awakens and is greeted by a pesky yellow-and-black striped insect with a nasty stinger, he ends up taking a quick (and painful) hike.",US,,cat|monster|high|new|pirate,https://boxd.it/1P7I
cows & cows & cows,Cows & Cows & Cows,44700,2009,Mark David,Comedy,"In Blythe, California, a small town in the remote California desert, Ethan Inglebrink is an eccentric, agoraphobic heroin addict who is obsessed with his garden. This dark comedy follows the last days of Ethan's life as he struggles to find purpose at a time when it might be too late to even matter.",US,,agent|bond|fbi|mission|james,https://boxd.it/ikYK
day & night,Day & Night,280,1991,James Cameron,Action|Thriller|Science Fiction,"Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse.",FR,,earth|planet|world|space|new,https://boxd.it/11kM
la luna,La luna,83564,2012,Enrico Casarosa,Animation|Family|Fantasy,"A young boy comes of age in the most peculiar of circumstances. Tonight is the very first time his Papa and Grandpa are taking him to work. In an old wooden boat they row far out to sea, and with no land in sight, they stop and wait. A big surprise awaits the boy as he discovers his family's most unusual line of work. Should he follow the example of his Papa, or his Grandpa? Will he be able to find his own way in the midst of their conflicting opinions and timeworn traditions?",US,,family|mother|son|home|woman,https://boxd.it/2WbO
castaway,Castaway,764230,2020,Vincent Carrette|Flore-Anne Victor|Marie Gauthier|Margo Lopez|Léopoldine Perdrix|Rachel Bosc-Bierne|Simon Fabbri,Animation,"Nora is a young woman living alone on a cloud connected to a village below by an endless ladder. She wishes she could get down, but she’s paralyzed by fear.",FR,,old|mother|year|family|girl,https://boxd.it/xjIw
"i, 'the heifer'","I, 'The Heifer'",189312,1985,José Antonio de la Loma|José Antonio de la Loma Jr.,Crime|Drama,"Juan Jose Moreno Cuenca, alias the Heifer, is 23 years old and tells his story as a criminal offender from 1 Ocaña Toledo. Fatherless, the offender has his childhood and how everything changed when her mother went to prison.",ES,,france|young|french|life|spain,https://boxd.it/5J18
horny,HORNY,872283,2024,David Zagorski,Horror,"Horny Teenagers Must Die is an over-the-top homage to '80s slasher fare with a difference, pitting a tale of sexual intrigue and weekend hedonism against a violent and bloody dead-teens-in-the-woods backdrop. A group of recent high school graduates head out into the woods for a weekend of sex, drugs and booze-drenched debauchery...only to meet their maker at the hands of a demented killer who uses anything from farm tools to sex toys in a non-stop orgy of eye-popping slaughter. Part pitch black comedy, part body count horror, Horny Teenagers Must Die. fuses the narrative structure of the Friday the 13th movies with the caustic wit of Heathers and the gory, anarchic insanity of cult classics like Re-Animator, Street Trash, Cabin Fever and The Evil Dead.",,,group|killer|town|school|young,https://boxd.it/O87e
eyelash,Eyelash,1144085,2023,Jordan Tomasello,Drama|Romance,A college freshman ends up stuck at a party and reconnects with someone important from her past.,US,,school|high|year|old|girl,https://boxd.it/HfVG
the sea inside,The Sea Inside,1913,2004,Alejandro Amenábar,Drama,"Ramón Sampedro is a ship mechanic and part-time poet left a quadriplegic following a diving accident. Ramón fought for 30 years for the legal right to end his own life. He develops close relationships with his long-term lawyer Julia and his friend Rosa, who tries to convince him that his life is worth living. Despite his situation, Ramón manages to inspire those around him to live life to the fullest.",ES,"Tear-Jerker, Suffering, Compassion|Tear-Jerker, Profound, Beauty|Killing, Suicide, Profound|Emotion, Storytelling, Profound|Drama, Dying, Fate|Poignant, Complex, Storytelling|Relationships, Depressed, Suffering|Emotion, Captivating, Breathtaking|Cry, Poignant, Sensitive|Cry, Compassion, Heartbreaking",driver|life|prison|brother|car,https://boxd.it/27S8
perfect strangers,Perfect Strangers,381341,2016,Paolo Genovese,Drama,"During a dinner, a group of friends decide to share whatever message or phone call they will receive during the evening, with unforeseen consequences.",IT,,friends|love|couple|woman|young,https://boxd.it/fru2
live is life,Live Is Life,800855,2022,Dani de la Torre,Comedy|Adventure,"Summer 1985. As every year, Rodri travels from Catalonia to Galicia and is reunited with his four friends. As real-world problems begin to undermine their friendship, the five of them embark on a nighttime adventure in search of a mythical object.",ES,,france|young|french|life|spain,https://boxd.it/u8uM
who's hungry?,Who's Hungry?,516684,2009,David Ochs,Horror|Animation,"Two children accept free ice cream from an ice cream vendor and end up being captured. With that, they try to find a way to escape so as not to become a meal.",US,,group|killer|town|school|young,https://boxd.it/iJ72
riley's first date?,Riley's First Date?,355338,2015,Josh Cooley,Animation|Family,"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""",US,,school|high|year|old|girl,https://boxd.it/bZN0
the hoist,The Hoist,987034,2018,Josef Davies|Callum Woodhouse|Henry Leroy-Salta,,Two friends struggle to make a small time illicit deal in south east London.,GB,,friends|love|couple|woman|young,https://boxd.it/Bi5m
lightyear,Lightyear,718789,2022,Angus MacLane,Animation|Science Fiction|Family|Adventure,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,US,"Cartoon, Graphics, Toy|Kids, Adventure, Childhood|Space, Chuckles, Technology|Amusing, Sweet, Kids|Jokes, Light-Hearted, Lovable|Chuckles, Kids, Charming|Cartoon, Evil, Adventure|Kids, Adorable, Heartfelt|Witty, Silly, Cartoon|Gag, Cartoon, Cool",earth|planet|world|space|new,https://boxd.it/qV1G
grown ups,Grown Ups,38365,2010,Dennis Dugan,Comedy,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",US,"Comedy, Toilet-Humor, Riot|Humor, Raunchy, Friendship|Hilarious, Farting, Immature|Funny, Immature, Rude|Humorous, Comedian, Crude|Hilarious, Chemistry, Predictable|Humor, Toilet-Humor, Crazy|Slapstick, Cliche, Silly|Jokes, Crazy, Comical|Comedy, Vulgar, Genius",friends|love|couple|woman|young,https://boxd.it/169a
the sick kitten,The Sick Kitten,143801,1903,George Albert Smith,Comedy,"A simple scene of two rather flamboyantly-dressed Edwardian children attempting to feed a spoonful of medicine to a sick kitten. The film is important for being one of the earliest films to cut to a close-up, then back again to the same medium shot as before.",GB,,woman|love|story|film|life,https://boxd.it/4AoA
the four troublesome heads,The Four Troublesome Heads,49296,1898,Georges Méliès,Comedy|Fantasy,"One of the greatest of black art pictures. The conjurer appears before the audience, with his head in its proper place. He then removes his head, and throwing it in the air, it appears on the table opposite another head, and both detached heads sing in unison. The conjurer then removes it a third time. You then see all three of his heads, which are exact duplicates, upon the table at one time, while the conjurer again stands before the audience with his head perfectly intact, singing in unison with the three heads upon the table. He closes the picture by bowing himself from the stage.",FR,,film|life|music|documentary|album,https://boxd.it/GoS
kellys,Kellys,984628,2022,Javier Fesser,Comedy|Drama,There are things that are hidden even from your best friend.,ES,,school|high|year|old|girl,https://boxd.it/Bcei
pipas,Pipas,342113,2013,Manuela Moreno,Comedy,Is there anymore mutual understanding than a bag of sunflower seeds between two girlfriends?,ES,,friends|love|couple|woman|young,https://boxd.it/bpsK
the man with the rubber head,The Man with the Rubber Head,49279,1901,Georges Méliès,Comedy|Fantasy,A chemist carries out a bizarre experiment with his own head.,FR,,doctor|time|life|man|future,https://boxd.it/Grs
cat city,Cat City,469154,2024,Victoria Vincent,Animation|Comedy|Drama,A cat leaves his life as a pet to get a job in the big city.,US,,cat|monster|high|new|pirate,https://boxd.it/gOdK
there's a man in the woods,There's a Man in the Woods,369761,2014,Jacob Streilein,Animation|Horror|Drama,A teacher struggles to control a rumor spreading around his elementary school by one greedy child.,US,,school|high|year|old|girl,https://boxd.it/cOVk
puparia,Puparia,766423,2021,Shingo Tamagawa,Animation|Drama|Fantasy,"Something is about to change drastically, and the only thing to do is to witness it.",JP,,group|killer|town|school|young,https://boxd.it/sNym
mothlight,Mothlight,97514,1963,Stan Brakhage,Animation,"Seemingly at random, the wings and other bits of moths and insects move rapidly across the screen. Most are brown or sepia; up close, we can see patterns within wings, similar to the veins in a leaf. Sometimes the images look like paper cutouts, like Matisse. Green objects occasionally appear. Most wings are translucent. The technique makes them appear to be stuck directly to the film.",US,,film|life|music|documentary|album,https://boxd.it/3mQe
geri's game,Geri's Game,13929,1997,Jan Pinkava,Animation|Comedy|Family,"An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.",US,,war|world|french|german|army,https://boxd.it/1P6U
the skeleton dance,The Skeleton Dance,88018,1929,Walt Disney,Animation|Family|Music|Comedy|Horror,"The clock strikes midnight, the bats fly from the belfry, a dog howls at the full moon, and two black cats fight in the cemetery: a perfect time for four skeletons to come out and dance a bit.",US,,group|killer|town|school|young,https://boxd.it/374E
pedestrian love,Pedestrian Love,174066,1914,Marcel Perez,Romance|Comedy,"The story of the meeting and falling in love of a man and a woman. The story is told by showing the characters from below the knees only. A man in smart shoes prepares to go out. His maid gives him his coat, he dusts off his shoes and leaves. As he leaves the building an elegant woman drops her purse. He returns it to her and follows her home.",IT,,friends|love|couple|woman|young,https://boxd.it/5lG2
butterfly,Butterfly,8426,1996,Shunji Iwai,Drama|Crime|Music|Science Fiction,"The struggles of a group of outcasts living in ""Yentown"", in an alternate-future Japan.",JP,"Student, Class, Honesty|Teacher, Sensitive, Intellectual|Families, Kids, Discover|Jokes, Fantasy, Childhood|Drama, Teacher, Class|Emotional, Student, Shy|Historical, Democracy, Europe|Delightful, Cute, Naive|Heartfelt, Reality, Desire|Cry, Childhood, Boys",vampire|life|young|dracula|tokyo,https://boxd.it/1k2s
blue moon angels,Blue Moon Angels,1323248,2024,Clementine Narcisse,Thriller|Romance|Horror|Comedy,"Dom, a lonely teenage girl, continuously helps cover up the murderous acts committed by her classmate and crush, Nora. As Dom helps Nora cover up another dead body, she finally decides to confess her feelings to Nora.",US,,old|mother|year|family|girl,https://boxd.it/Ov5q
